model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,fold
rolling_mean_5d,7680,256,0.0002405945604085812,0.01082041510300533,0.5125,0.03776122967640827,0.02223607368633394,2.686910025694818,1.7786958138531905,1.7647450430576919,-0.10985685071250853,0.12494259996743995,-0.8792585614605205,-0.25073933191848374,0.06923272308570563,-0.11160061024762771,0.7063802083333333,10.0,fold_2019_2021_to_2023
ridge_wind_weather_only,7680,256,0.00015265370563920637,0.008246382986104923,0.5005208333333333,0.01303024936313885,0.015386960096090292,0.8026359174211906,0.9554003718979629,0.9479069199527373,-0.3355544612231174,0.10527271312296464,-3.187478039358312,-0.36286441567242816,-0.039880722512373255,-0.3408807225123732,1.17578125,10.0,fold_2019_2021_to_2023
rolling_momentum_21d,7680,256,0.009726613337591984,0.0701787229251187,0.5145833333333333,0.014944665970064745,0.013519563999234378,1.1846429474298086,1.1610241392054659,1.1519179269301871,0.012408888482090734,0.12031426771856601,0.103137297989604,-0.15607439248590788,0.10093918829926676,0.012605854965933444,0.3450520833333333,10.0,fold_2019_2021_to_2023
hist_gradient_boosting_full,7680,256,0.00015305041269469974,0.00824866002584897,0.5052083333333334,-0.0010059958300984058,0.012125653664450122,-0.047011377358603675,0.8868808603471575,0.8799248246330941,-0.4068017315511802,0.09672716495306471,-4.205661685097192,-0.42333785020671494,-0.0365922352265958,-0.4132589018932624,1.4713541666666665,10.0,fold_2019_2021_to_2023
ridge_price_only,7680,256,0.0001527076348412042,0.008248854900842121,0.50859375,0.002423056623589602,0.004725663543733517,0.15204357427347723,0.29970627213276935,0.29735559841108333,-0.32911257102429753,0.09907324230003732,-3.321911783482366,-0.37462020560100295,-0.062169913421508655,-0.3343365800881753,1.0631510416666665,10.0,fold_2019_2021_to_2023
ridge_finance_only,7680,256,0.00015286990815092634,0.008247099790878018,0.501171875,-0.012123892815565156,-0.004417776596552338,-1.006521386739904,-0.38340530133393336,-0.38039815450251324,-0.3762688810387726,0.09826955601300566,-3.828946586356558,-0.41303908796968375,-0.0404080696266896,-0.38224140296002296,1.3352864583333333,10.0,fold_2019_2021_to_2023
elasticnet_full,7680,256,0.00015264722019388445,0.008243822671568765,0.4923177083333333,-0.01778262045663062,-0.007110047184887559,-0.7096382479898274,-0.45319520897454624,-0.44964068186722383,-0.41877092351884104,0.08204963036089795,-5.103873371237185,-0.4370791519724107,-0.03475141436834646,-0.4254180810350131,1.5260416666666665,10.0,fold_2019_2021_to_2023
ridge_full,7680,256,0.00015352452519329647,0.008283881904030442,0.49075520833333336,-0.016433468281889217,-0.011044591898536146,-1.0183967738176447,-0.7656323872781465,-0.7596273346630007,-0.20113207467728347,0.08794851333225742,-2.2869297849007872,-0.23154446446580107,0.025675352708791378,-0.2043246472912086,0.8984375,10.0,fold_2019_2021_to_2023
lagged_return_reversal,7680,256,0.0006442740453756786,0.016801903838924093,0.48411458333333335,-0.01592720563669551,-0.013247387628724974,-1.2499192635104117,-1.160277077775421,-1.1511767248959421,-0.3849479568000991,0.12699796543090786,-3.0311348334909094,-0.4139697115302316,-5.824182867210717e-05,-0.3910582418286721,1.52734375,10.0,fold_2019_2021_to_2023
country_sector_dummy,7680,256,0.0001530529146363159,0.008264658433730388,0.48268229166666665,-0.030426570732445514,-0.03266604653769889,-1.4469248536746582,-1.8499202813476174,-1.8354108786526633,0.09421115774534142,0.07765625886675671,1.213181772083429,-0.04068083124936138,0.12487323961431507,0.09570657294764842,0.11393229166666666,10.0,fold_2019_2021_to_2023
ridge_country_features_only,7680,256,0.0001530529146363159,0.008264658433730388,0.48268229166666665,-0.030426570732445514,-0.03266604653769889,-1.4469248536746582,-1.8499202813476174,-1.8354108786526633,0.09421115774534142,0.07765625886675671,1.213181772083429,-0.04068083124936138,0.12487323961431507,0.09570657294764842,0.11393229166666666,10.0,fold_2019_2021_to_2023
zero_score,7680,256,0.0001526304855781284,0.008243323083121396,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,fold_2019_2021_to_2023
