model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,max_group_net_exposure,tx_cost_bps,periods_per_year,fold
rolling_momentum_21d,17920,256,0.008708759678540656,0.06745695097074862,0.49955357142857143,0.008773303393669302,0.018660702110230614,0.6531374011642804,1.5365745313496848,1.524522780325083,-0.05822124247154056,0.06862332966350862,-0.8484176264402469,-0.13910903885046402,-0.009840424638430934,-0.05914538917743803,0.19259751773049644,0.0,10.0,252.0,fold_2019_2021_to_2023
ridge_wind_weather_only,17920,256,0.00038498230192734686,0.012646183897242362,0.49815848214285713,0.007171878982738708,0.012635411317673184,0.8086266655818753,1.3953868313001454,1.3844424518829843,-0.2259920303331324,0.06207182232653172,-3.6408151374111557,-0.23014641286919027,0.02000235486590267,-0.2295792054177853,0.974927969858156,0.0,10.0,252.0,fold_2019_2021_to_2023
lagged_return_reversal,17920,256,0.00047562398347331797,0.014356372332492784,0.5034040178571428,0.007023730228149198,0.007856235549046324,0.5130962402674446,0.6341664437232223,0.6291925124677066,-0.15794335743790208,0.06897769104090103,-2.289774491643218,-0.17644958216409246,0.07530137819209409,-0.16045039485755133,0.9209053634751773,0.0,10.0,252.0,fold_2019_2021_to_2023
ridge_price_only,17920,256,0.00038518793078033686,0.012649666843095876,0.50390625,0.0009179848891619317,0.001746029364977631,0.09665143170632459,0.17524672085510232,0.17387221554830898,-0.2078259533953903,0.06004213637217372,-3.4613350881982674,-0.2103889195708069,0.0051447254936393075,-0.21112477805246,0.8448027482269505,0.0,10.0,252.0,fold_2019_2021_to_2023
rolling_mean_5d,17920,256,0.00044220062732860797,0.013892110101356409,0.4993303571428571,-0.005535707633744313,-0.0014091820826602763,-0.42787597438218034,-0.1194273645762439,-0.1184906649017198,-0.2269009393551685,0.064984057378083,-3.491640080813034,-0.23890284029130582,-0.12020466922672979,-0.2305025415671553,0.4308510638297872,0.0,10.0,252.0,fold_2019_2021_to_2023
ridge_finance_only,17920,256,0.000385149279619181,0.01265198631088825,0.5001674107142857,-0.007246597068003281,-0.008184152971038961,-0.5121486845331042,-0.7024208072481058,-0.6969115393858966,-0.05614115761735227,0.059540963691726824,-0.9428997136832209,-0.09269640358420102,0.09744289020162256,-0.05703228710334199,0.6034186613475179,0.0,10.0,252.0,fold_2019_2021_to_2023
ridge_full,17920,256,0.00038672632422856706,0.012705909334850754,0.49296875,-0.02245489285120257,-0.02118540707488759,-1.7096752483804312,-2.0445697985962448,-2.0285337094496554,-0.06897495791257885,0.05819005209658066,-1.1853393394131697,-0.10630617293902739,0.0501075064501732,-0.07006979851436582,0.46944259751773054,0.0,10.0,252.0,fold_2019_2021_to_2023
country_sector_dummy,17920,256,0.00038609373600344564,0.012680697303558128,0.48989955357142856,-0.030321640921172982,-0.02619527572321896,-2.1683707504052983,-2.018038874962758,-2.002210874704511,-0.08057373996421952,0.05799092995996181,-1.389419690628334,-0.15446218976537765,-0.039405879706981534,-0.08185268821761982,0.16580784574468085,0.0,10.0,252.0,fold_2019_2021_to_2023
ridge_country_features_only,17920,256,0.00038609373600344564,0.012680697303558128,0.48989955357142856,-0.030321640921172982,-0.02619527572321896,-2.1683707504052983,-2.018038874962758,-2.002210874704511,-0.08057373996421952,0.05799092995996181,-1.389419690628334,-0.15446218976537765,-0.039405879706981534,-0.08185268821761982,0.16580784574468085,0.0,10.0,252.0,fold_2019_2021_to_2023
elasticnet_full,17920,256,0.0003852530328783191,0.012651132297206193,0.49190848214285715,-0.03437473861436191,-0.03666276715060617,-2.0721384360388617,-2.9554431717204914,-2.9322628673836433,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,252.0,fold_2019_2021_to_2023
zero_score,17920,256,0.00038509234757772617,0.01264596021390262,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,10.0,252.0,fold_2019_2021_to_2023
