model,n_obs,n_days,mse,mae,directional_accuracy,mean_ic,mean_rankic,ic_t_stat,rankic_t_stat,icir,annualized_return,annualized_volatility,sharpe,max_drawdown,gross_pnl,net_pnl,mean_turnover,tx_cost_bps,fold
rolling_momentum_21d,7680,256,0.00880549253673465,0.06694500785270746,0.49192708333333335,0.019096464467053778,0.025699343939490853,1.0044384879664665,1.5630998345645712,1.5508400387340222,0.019362164197390366,0.11800526553272198,0.16407881555100087,-0.1494764160440788,0.06300283347036485,0.019669500137031483,0.16927083333333331,10.0,fold_2019_2021_to_2023
rolling_mean_5d,7680,256,0.0004154379622339003,0.012934966519895386,0.498828125,0.0058603763233602895,0.011263619800868905,0.3138261324721247,0.7202119604792151,0.714563152005856,0.06892678444135616,0.1268470016339765,0.543385208585757,-0.09011811190432742,0.17068752705153642,0.07002086038486975,0.3932291666666667,10.0,fold_2019_2021_to_2023
ridge_price_only,7680,256,0.0003600195604488568,0.01168091615505609,0.5018229166666667,0.005241803678005792,0.0032301040748915055,0.3642712668596285,0.222897027727947,0.22114878875385607,-0.23328384965401489,0.09177597834019605,-2.5418835502823645,-0.24062118827299064,-0.01582010123582467,-0.23698676790249132,0.8639322916666667,10.0,fold_2019_2021_to_2023
lagged_return_reversal,7680,256,0.00044922344881657484,0.013501452407345967,0.4998697916666667,0.006473220465356421,-0.006233536225589529,0.33765719322439525,-0.3842505209511599,-0.38123674484391873,-0.2878620656718795,0.13127560474184816,-2.192807005063558,-0.2958105576590453,-0.07293130480952838,-0.2924313048095284,0.857421875,10.0,fold_2019_2021_to_2023
hist_gradient_boosting_full,7680,256,0.00036074861919829413,0.011683810555693553,0.49049479166666665,-0.024917146643239914,-0.007923093622371776,-1.285100011276926,-0.5375983464278014,-0.5354776346250361,-0.16112109038158384,0.12471504623024404,-1.2919138087326558,-0.24575492830842163,-0.029511901340021726,-0.16367856800668834,0.5240885416666666,10.0,fold_2019_2021_to_2023
ridge_wind_weather_only,7680,256,0.0003599491543044453,0.011681487890734683,0.4959635416666667,-0.000727393091134519,-0.010253604733052552,-0.05211117810849858,-0.7549955336256803,-0.7490739086017703,-0.15171195621462152,0.09850023611911907,-1.540219213598149,-0.19447814987204315,0.06154658416292417,-0.1541200825037425,0.8424479166666667,10.0,fold_2019_2021_to_2023
elasticnet_full,7680,256,0.0003602975814497656,0.01168079687164547,0.48828125,-0.03132159037285099,-0.01920803875790293,-1.616472133691476,-1.1700330875094633,-1.1608562157251676,-0.3522502352836435,0.12915834864025083,-2.7272742257241007,-0.3805990172916849,-0.21684150885957432,-0.3578415088595744,0.55078125,10.0,fold_2019_2021_to_2023
ridge_finance_only,7680,256,0.000360553783222909,0.011693050410852187,0.48984375,-0.02690449998003832,-0.03346668515411898,-1.3615486807640824,-1.9789685074011956,-1.9634469461295936,-0.30405353633163873,0.12684722995155595,-2.397005724506238,-0.36838518984866064,-0.1905464496067441,-0.30887978294007745,0.46223958333333326,10.0,fold_2019_2021_to_2023
ridge_full,7680,256,0.00036295422142417736,0.011787610871517707,0.4850260416666667,-0.03498795259669469,-0.03523745582549144,-1.9470364400585014,-2.421793058849445,-2.4027983102167667,-0.2334653169064983,0.11290569413429084,-2.067790457306901,-0.334682285082712,-0.15617111558755387,-0.23717111558755383,0.31640625,10.0,fold_2019_2021_to_2023
country_sector_dummy,7680,256,0.00036124952186644606,0.011720422266407425,0.47903645833333336,-0.04487936077600912,-0.04696806150046157,-2.331615388755496,-2.668009944089149,-2.6470840528152118,-0.13233316081307442,0.12854205740456978,-1.0294930973181224,-0.29708496865028006,-0.13343368717518672,-0.13443368717518672,0.00390625,10.0,fold_2019_2021_to_2023
ridge_country_features_only,7680,256,0.00036124952186644606,0.011720422266407425,0.47903645833333336,-0.04487936077600912,-0.04696806150046157,-2.331615388755496,-2.668009944089149,-2.6470840528152118,-0.13233316081307442,0.12854205740456978,-1.0294930973181224,-0.29708496865028006,-0.13343368717518672,-0.13443368717518672,0.00390625,10.0,fold_2019_2021_to_2023
zero_score,7680,256,0.00036002863381802565,0.011674075222616506,0.0,,,,,,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,fold_2019_2021_to_2023
